4,1,-10633440.04728168,-9674159.326911634,
5,1,-3024137.3238387266,-1942046.0413679536,
10,1,-11.091608598819267,-43.64783848230682,
13,1,-5128107.106139268,-4174371.2655502693,
14,1,-10304199.635498041,-19314284.906866737,
16,1,-2961949.533016477,-160730.04375138236,
17,1,-7916464.839512487,527094.9717020965,
18,1,-6212572.544516667,-9011303.292861756,
19,1,-5850298.509843701,-28130324.545764633,
20,1,-2157849.6556322803,-1185111.342610439,
26,1,-9456353.54606332,663989.2309361596,
29,1,-1307650.4893401302,90101.31808215797,
30,1,-8237682.128525746,211050.0143770505,
31,1,-1391841.217319942,-22392.93639612273,
32,1,-11771961.256506344,-421395.45207041554,
33,1,-11099368.337811096,653270.1503955442,
37,1,-587727.8827826484,17789.598070972097,
38,1,-10454941.486122265,-982622.7594384187,
39,1,-8974816.707647173,-6175889.755956907,
41,1,-185998.2596897457,-1961.9190370845588,
42,1,-111468.6937363663,2687.286763086809,
43,1,-37415.99677026479,-12093.028172563936,
44,1,-218994.97547267142,8817.665539951226,
47,1,-7263810.794844728,-4632694.992539705,
48,1,-115852.81119995608,-63583.53943908885,
50,1,-10290945.14509286,-5445039.13070972,
53,1,-1920601.3942005846,118173.92010087788,
54,1,-4399172.803011655,-2210753.891314087,
55,1,-6470225.691892312,447897.486541033,
56,1,-1923383.1584573612,-1836611.8721562815,
57,1,-5638173.379027441,-4796460.865236226,
59,1,-5102500.234484388,205932.9122634519,
61,1,-5094344.8405231135,216659.1829598248,
62,1,-4389907.696669194,-2070773.937385731,
63,1,-8870919.41843984,622318.5281768322,
64,1,-7098261.455507402,-468660.2208629809,
65,1,-5473553.269784445,374731.3365573574,
66,1,-5170201.204525996,-745276.243348756,
68,1,-4202942.682552164,-1661443.7813431246,
69,1,-11253975.41774078,-2188922.009842917,
70,1,-936131.5626010392,-4168556.579532218,
71,1,-11055943.420164915,-931550.588151922,
73,1,-297207.9290440837,-26449.234318485946,
74,1,-9430892.668276183,-4370259.060858711,
75,1,-12106863.387585318,-11732979.997029599,
76,1,-400606.81508614955,3561.5081981570133,
78,1,-852246.2929541735,-843253.0306154407,
79,1,-11677855.28569756,-485658.25597367197,
80,1,-3264099.4949146947,-552264.9213383353,
81,1,-2339369.3235443444,134217.61090655648,
83,1,-434149.5284180969,28956.608742732376,
84,1,-7018876.051461183,-2011816.7507142609,
90,1,-551932.159607788,36094.0922597347,
91,1,-4788587.959532825,336284.7143013242,
93,1,-21170207.082466464,-17669477.4682295,
96,1,-862223.5812576949,60383.078016927655,
99,1,-597778.2541885012,-790317.8116889357,
101,1,-490206.5717412145,-884316.8654981286,
102,1,-4613100.891697891,97991.27330117888,
103,1,-1281070.996023299,12364.663964785626,
105,1,-4020033.952417034,203009.31804970646,
106,1,-42495.641460960556,-11064.229489749363,
107,1,-3373078.458298712,-2407048.0511547676,
108,1,-633227.9283501554,3456.241063612843,
112,1,-2523371.5604816247,-153309.1947503427,
116,1,-11571300.672439434,-41479528.57327116,
117,1,-75471521.80827327,-146370954.23607185,
119,1,-3691710.616284236,-2097529.828602856,
128,1,-17820505.555124953,-9294744.870635403,
129,1,-4824341.477818944,-1493904.6572053072,
130,1,-6578640.937216683,421303.4657176314,
134,1,-2079589.6184106735,-495202.4465730519,
135,1,-6830659.608664561,232204.75030202678,
136,1,-2126860.767609799,138286.45125557267,
137,1,-5014493.9410482915,352400.61532073014,
138,1,-6815362.067899143,468191.1233950796,
139,1,-39712.12807818678,-36853.80135666845,
140,1,-2849836.0500694118,-2652276.970978854,
141,1,-665733.3761497141,-2308489.2459583734,
143,1,-2208143.175573064,149672.5446814215,
144,1,-2399373.1657844335,105653.05314944811,
145,1,-3990880.45603886,-3154536.4795467523,
148,1,-10807911.68580192,-7453732.889888037,
149,1,-113568.8041412656,231.40666341485476,
151,1,-2947454.936114685,-622878.334498836,
154,1,-9550329.518538607,-26449030.449175283,
155,1,-10294100.04804061,-2864969.4656569567,
156,1,-392650.42722086527,16973.450926209243,
157,1,-1889939.173305354,-3957724.215305584,
159,1,-6172614.757672866,-21710615.851898376,
160,1,-981481.4801176218,61583.131140085214,
161,1,-74849.97284990434,-8170.032180537214,
162,1,-11006329.448346598,-1366470.8401387224,
165,1,-6537209.4947683755,-692948.2137626553,
166,1,-1398652.9659164962,68677.93839319864,
167,1,-3516179.646624721,246976.44917748554,
168,1,-1387409.2916041664,-1229972.0716336966,
169,1,-1156204.1533717834,58334.54137009223,
173,1,-5771826.288937433,-4327358.464148175,
177,1,-2899099.0147162452,-456120.4629874131,
179,1,-82353.58040662369,-165996.32531402633,
181,1,-102029.97520433577,-11855.879318271172,
184,1,-1951239.7976177013,136949.20779811317,
185,1,-792648.1884819584,6357.946117032417,
186,1,-11305304.389101006,793996.0786473237,
187,1,-9832965.726641305,641019.4598287476,
188,1,-10392191.550856007,-6397924.367243688,
189,1,-356800.4032776898,-328727.39268059056,
1,2,-32956168.235943224,-1411787.9917041105,
2,2,-108990838.16919181,-2629810.7263341243,
3,2,-39151229.24012865,-14813132.845397864,
7,2,-148218270.5145046,-109835467.9595729,
9,2,-274021628.60179967,334809.99783939985,
11,2,-83508953.1593059,-7337563.04021088,
12,2,-39986890.41156134,-5091764.031043555,
15,2,-62956032.86153601,-54026065.753016666,
22,2,-58951609.700235195,-5190115.1796601415,
23,2,-437487231.30016947,-9717322.02288894,
24,2,-51201322.05380296,-4892824.250008545,
25,2,-23620394.33893606,1464628.2948552996,
27,2,-59223832.346586175,4163473.210784008,
28,2,-69350035.08725016,876147.8477207584,
34,2,-48784397.33499361,-39081394.3710755,
35,2,-21408137.66895777,-1375453.6677074162,
36,2,-43492370.079753764,2989168.8494373458,
45,2,-35469041.61162454,-14641230.284508526,
49,2,-125821034.38994549,-1610517.8381075803,
52,2,-53437043.80808764,1922543.384333039,
58,2,-42550832.10796483,2136013.500336734,
60,2,-219454662.74498865,4206586.906930447,
67,2,-26173709.869222768,1275295.9775747426,
72,2,-88796609.43612266,6240749.708041959,
82,2,-216494114.3852433,-12528291.863638366,
85,2,-20724875.7365898,1456188.2043329102,
88,2,-26320114.300608393,1846148.9901889083,
89,2,-39404007.277679056,-30297861.95200637,
94,2,-1450583771.9811342,-115366685.32957777,
95,2,-51221163.36735035,-11140112.311533852,
97,2,-19013351.885227233,966301.9646292896,
98,2,-32344327.90256177,-6057910.669854651,
100,2,-20082516.720620036,1393660.2752051526,
104,2,-130311765.14072995,-5624309.978247978,
109,2,-38014983.81661765,-7654566.25475752,
110,2,-31002642.021817207,1698827.724108678,
111,2,-54140735.760221,960639.3407199914,
113,2,-87181644.43550177,-45148239.84896404,
114,2,-45401031.23838707,2154954.980918648,
115,2,-43532667.16446278,-5180662.378465961,
118,2,-365262998.59415215,-461888392.3241757,
120,2,-33263623.141830515,2028949.6668864014,
121,2,-28238788.22898952,1808562.7052609609,
122,2,-96541799.8123464,4562293.345523166,
123,2,-7871971971.936806,3435551.671827304,
124,2,-29571216.442719962,2078532.2180678777,
127,2,-29244921.46769304,-1307101.397670281,
131,2,-24000120.300670087,1686021.7148574307,
132,2,-204585002.0231131,12006102.611334147,
133,2,-626357929.7869527,-109699694.97869788,
142,2,-27456059.208990224,1779728.1243143093,
146,2,-87229306.20592567,-55824653.102653235,
147,2,-30960756.834964305,692696.059941802,
152,2,-4660253131.037992,103823758.72886428,
158,2,-164543208.87888524,2280779.188022426,
164,2,-101576749.09435153,6691123.03318181,
170,2,-114050238.8808292,5652234.869759428,
171,2,-773342993.64657,-66339530.79270859,
172,2,-460878899.2156405,-44392629.616867214,
174,2,-70557735.52082841,-6669587.517439516,
175,2,-38617238.80489435,2631909.7305656727,
176,2,-1331838939.843681,83159052.58801381,
178,2,-43486685.383669294,3020325.730645948,
180,2,-32653768.624052033,2032427.3023664162,
182,2,-45983684.67544772,-8385038.857376007,
190,2,-1391453271.867793,-218879240.6876602,
6,3,-19831895.56408383,-7585888.529713025,
8,3,-12910596.76265741,-419473.82934150635,
21,3,-15777813.170036659,1030634.9584620919,
40,3,-17351884.457319662,1216909.5425333602,
46,3,-16670074.228414055,502949.70799645333,
51,3,-18828260.10330225,-7623195.812160218,
77,3,-12019732.025913296,844534.4129027361,
86,3,-11789238.234505147,828576.7029404442,
87,3,-16854851.493552838,102803.11503358844,
92,3,-16285583.668202478,1144609.76828836,
125,3,-18237822.635843176,98716.2939987383,
126,3,-14794236.077200418,414940.52307570184,
150,3,-17801139.235168576,103456.717707044,
153,3,-25587419.53101131,-13135782.51560188,
163,3,-17602548.811211735,-181164.42030308917,
183,3,-13039427.449006088,843442.5507865637,
