5.803700000000000000e+04,1.485000000000000000e+03,7.585710000000000264e+02,2.549000000000000000e+03,4.600000000000000000e+01,2.514300000000000068e+01,1.490867999999999938e+03,1.948600000000000065e+01,6.547899999999999920e+01,6.460000000000000187e-01,1.000000000000000000e+00,1.200000000000000000e+05,1.200000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+03,3.099999999999999978e-01,3.099999999999999978e-01,0.000000000000000000e+00,2.060000000000000000e+02,8.426000000000000512e+01,3.892834100000000000e+07,5.442199999999999704e+01,1.860000000000000142e+01,2.580999999999999961e+00,1.336999999999999966e+00,1.803987000000000080e+03,0.000000000000000000e+00,5.970289999999999964e+02,9.589999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.482999999999999829e+01,5.110000000000000098e-01,0.000000000000000000e+00,3.880000000000000000e+02
4.450504000000000000e+06,3.647300000000000000e+04,3.275042900000000009e+04,1.186080000000000000e+05,1.220000000000000000e+03,9.094289999999999736e+02,3.319789999999999964e+03,2.442999999999999972e+01,8.847400000000000375e+01,6.780000000000000471e-01,1.000000000000000000e+00,1.633105400000000000e+07,1.145477200000000000e+07,4.663905000000000000e+06,9.361110000000000000e+05,3.552310000000000000e+05,1.219999999999999973e+00,8.499999999999999778e-01,3.499999999999999778e-01,2.650000000000000000e+02,0.000000000000000000e+00,1.340598113000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.060000000000000000e+02
1.298420000000000000e+05,1.239000000000000000e+03,1.111856999999999971e+03,2.353000000000000000e+03,2.100000000000000000e+01,2.042899999999999849e+01,4.511849300000000221e+04,3.863570000000000277e+02,8.176380000000000337e+02,7.099000000000000199e+00,5.903480000000000000e+05,3.500000000000000000e+05,6.073000000000000000e+03,6.550000000000000000e+02,1.952500000000000000e+04,1.734600000000000000e+04,1.216000000000000014e+01,2.099999999999999922e-01,2.000000000000000042e-02,6.028000000000000000e+03,8.981000000000000227e+01,2.877800000000000000e+06,1.048709999999999951e+02,3.800000000000000000e+01,1.318800000000000061e+01,8.643000000000000682e+00,1.180343100000000049e+04,1.100000000000000089e+00,3.041949999999999932e+02,1.008000000000000007e+01,7.099999999999999645e+00,5.120000000000000284e+01,2.890000000000000124e+00,7.856999999999999318e+01,7.950000000000000400e-01,4.562000000000000000e+03,3.930000000000000000e+02
1.199920000000000000e+05,1.133000000000000000e+03,1.065429000000000087e+03,3.165000000000000000e+03,3.000000000000000000e+01,2.157100000000000151e+01,2.736355000000000018e+03,2.429700000000000060e+01,7.217600000000000193e+01,4.919999999999999929e-01,1.000000000000000000e+00,7.500000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.748000000000000000e+03,1.700000000000000122e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+01,9.212999999999999545e+01,4.385104300000000000e+07,1.734799999999999898e+01,2.910000000000000142e+01,6.211000000000000298e+00,3.857000000000000206e+00,1.391383899999999994e+04,5.000000000000000000e-01,2.783639999999999759e+02,6.730000000000000426e+00,6.999999999999999556e-01,3.039999999999999858e+01,1.899999999999999911e+00,7.687999999999999545e+01,7.479999999999999982e-01,0.000000000000000000e+00,3.950000000000000000e+02
1.287400000000000000e+04,2.990000000000000000e+02,1.124290000000000020e+02,1.230000000000000000e+02,6.000000000000000000e+00,2.000000000000000000e+00,1.666213679999999877e+05,1.455103000000000065e+03,1.591923999999999978e+03,2.588500000000000156e+01,1.775867142857142899e+05,2.641400000000000000e+04,2.173300000000000000e+04,4.681000000000000000e+03,2.829000000000000000e+03,1.182000000000000000e+03,3.418999999999999773e+01,2.812999999999999901e+01,6.059999999999999609e+00,1.529800000000000000e+04,5.925999999999999801e+01,7.726500000000000000e+04,1.637549999999999955e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.091350000000000051e+02,7.969999999999999751e+00,2.900000000000000000e+01,3.779999999999999716e+01,0.000000000000000000e+00,8.373000000000000398e+01,8.679999999999999938e-01,9.202857142857392319e+02,3.940000000000000000e+02
2.466100000000000000e+04,3.550000000000000000e+02,2.618570000000000277e+02,5.650000000000000000e+02,1.200000000000000000e+01,4.570999999999999730e+00,7.503440000000000509e+02,7.966999999999999638e+00,1.719099999999999895e+01,1.390000000000000124e-01,1.000000000000000000e+00,3.954470000000000000e+05,3.954470000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.875100000000000000e+04,1.199999999999999956e+00,1.199999999999999956e+00,0.000000000000000000e+00,5.710000000000000000e+02,8.101999999999999602e+01,3.286626800000000000e+07,2.389000000000000057e+01,1.680000000000000071e+01,2.404999999999999805e+00,1.362000000000000099e+00,5.819494999999999891e+03,0.000000000000000000e+00,2.760450000000000159e+02,3.939999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.114999999999999858e+01,5.809999999999999609e-01,0.000000000000000000e+00,3.140000000000000000e+02
1.217000000000000000e+03,8.200000000000000000e+01,2.757100000000000151e+01,3.100000000000000000e+01,5.000000000000000000e+00,1.143000000000000016e+00,1.242749799999999959e+04,2.815480000000000018e+02,3.165590000000000259e+02,1.166999999999999993e+01,1.000000000000000000e+00,2.863900000000000000e+04,2.863900000000000000e+04,0.000000000000000000e+00,2.250000000000000000e+02,8.950000000000000000e+02,2.923999999999999844e+01,2.923999999999999844e+01,0.000000000000000000e+00,9.139000000000000000e+03,0.000000000000000000e+00,9.792800000000000000e+04,2.318449999999999989e+02,3.210000000000000142e+01,6.932999999999999829e+00,4.631000000000000227e+00,2.149094299999999930e+04,0.000000000000000000e+00,1.915109999999999957e+02,1.316999999999999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.799999999999999822e+00,7.701999999999999602e+01,7.780000000000000249e-01,0.000000000000000000e+00,2.050000000000000000e+02
2.743620000000000000e+06,2.947200000000000000e+04,2.351714300000000003e+04,5.979200000000000000e+04,3.351000000000000000e+03,7.888569999999999709e+02,6.070522899999999936e+04,5.203390000000000555e+02,1.322954999999999927e+03,1.745400000000000063e+01,8.405049000000000000e+06,6.433141000000000000e+06,5.620411000000000000e+06,8.127300000000000000e+05,2.454450000000000000e+05,1.690140000000000000e+05,1.423000000000000043e+01,1.243999999999999950e+01,1.800000000000000044e+00,3.740000000000000000e+03,1.000000000000000000e+02,4.519577700000000000e+07,1.617699999999999960e+01,3.189999999999999858e+01,1.119800000000000040e+01,7.440999999999999837e+00,1.893390699999999924e+04,5.999999999999999778e-01,1.910320000000000107e+02,5.500000000000000000e+00,1.619999999999999929e+01,2.769999999999999929e+01,5.000000000000000000e+00,7.667000000000000171e+01,8.449999999999999734e-01,6.452800000000000000e+04,3.960000000000000000e+02
2.094850000000000000e+05,2.476000000000000000e+03,2.091143000000000029e+03,3.919000000000000000e+03,4.100000000000000000e+01,2.971399999999999864e+01,7.069472100000000501e+04,7.056960000000000264e+02,1.322541999999999916e+03,1.002800000000000047e+01,9.420010000000000000e+05,5.650000000000000000e+02,5.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.963234000000000000e+06,1.029309999999999974e+02,3.570000000000000284e+01,1.123199999999999932e+01,7.570999999999999730e+00,8.787579999999999927e+03,1.800000000000000044e+00,3.410099999999999909e+02,7.110000000000000320e+00,1.500000000000000000e+00,5.210000000000000142e+01,4.200000000000000178e+00,7.509000000000000341e+01,7.760000000000000231e-01,6.354000000000000000e+03,3.970000000000000000e+02
3.466695700000000000e+07,4.485800000000000000e+05,3.985815709999999963e+05,4.742600000000000000e+05,3.710000000000000000e+03,3.014000000000000000e+03,7.471573000000000320e+03,8.590399999999999636e+01,1.022150000000000034e+02,6.500000000000000222e-01,1.000000000000000000e+00,4.274681610000000000e+08,1.720819620000000000e+08,4.710610300000000000e+07,1.378035300000000000e+07,9.483694000000000000e+06,9.210000000000000853e+00,3.709999999999999964e+00,1.020000000000000018e+00,2.044000000000000000e+03,0.000000000000000000e+00,4.639847425000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.540000000000000000e+02
